CustomerID,Income,Kid_Younger6,Children_6to18,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Complain,Response_Cmp1,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5,Gender,Age,daysAsCardClient,Graduation,HighSchool,Master,PhD,Married,Single,Widow,Mnt_pday_card,Mnt_per_purchase
8264,38884.0,1,0,6.0,70.0,80,195.0,60.0,80.0,13.0,3,5,1,3,6,0,0,0,0,0,0,1,33,423,1,0,0,0,1,0,0,1.177304964539007,41.5
31736,49861.0,0,0,46.0,400.0,40,225.0,120.0,0.0,6.0,1,3,2,3,4,0,0,0,0,0,0,0,25,572,0,0,0,1,1,0,0,1.382867132867133,87.88888888888889
19667,127559.0,0,0,5.0,7060.0,300,11040.0,1220.0,300.0,15.0,1,7,9,10,2,0,0,0,0,0,0,1,50,627,0,0,0,1,0,0,0,31.794258373205743,738.3333333333334
8273,64608.0,1,1,20.0,790.0,140,870.0,80.0,60.0,18.0,4,5,2,4,6,0,0,0,0,0,0,0,56,797,0,0,1,0,1,0,0,2.4567126725219572,130.53333333333333
13655,7075.1,0,0,73.0,389.0,182,372.0,98.0,98.0,4.1,0,1,0,1,20,0,0,0,0,0,0,1,37,878,0,0,0,1,1,0,0,1.3019362186788155,571.55
13919,65544.0,1,1,82.0,180.0,0,75.0,0.0,0.0,11.0,2,3,2,2,7,0,1,0,0,0,0,0,42,451,1,0,0,0,1,0,0,0.5898004434589801,29.555555555555557
12869,121255.0,0,0,77.0,11340.0,3100,11670.0,880.0,2220.0,222.0,1,7,3,7,2,0,0,0,0,0,0,1,57,946,0,0,0,1,1,0,0,31.112050739957716,1635.111111111111
22892,103465.0,0,1,29.0,1380.0,780,945.0,840.0,360.0,21.0,1,6,2,7,2,0,0,0,0,0,0,1,64,308,0,0,1,0,1,0,0,14.045454545454545,270.375
27767,56744.0,1,1,29.0,530.0,0,105.0,0.0,0.0,6.0,3,4,1,4,6,0,1,0,0,0,0,1,55,301,0,0,0,1,1,0,0,2.129568106312292,53.416666666666664
14387,75447.0,0,2,24.0,7720.0,180,2460.0,0.0,380.0,48.0,2,12,5,10,7,0,0,0,0,0,0,1,60,405,1,0,0,0,0,0,0,26.637037037037036,372.0
31109,68021.0,1,1,55.0,3500.0,0,960.0,160.0,160.0,51.0,9,10,2,6,8,0,1,0,0,0,0,0,55,800,0,0,0,1,0,1,0,6.03875,178.92592592592592
21338,62368.0,1,1,25.0,1000.0,0,240.0,0.0,0.0,4.0,4,5,1,4,7,0,0,0,0,0,0,1,63,689,0,0,0,1,0,0,0,1.8055152394775036,88.85714285714286
24527,98053.0,1,1,11.0,6360.0,160,3225.0,340.0,340.0,26.0,9,13,5,8,7,0,0,0,0,0,0,1,65,382,0,0,0,1,0,0,1,27.358638743455497,298.6
13649,116901.0,0,0,78.0,4010.0,680,8430.0,2520.0,440.0,126.0,1,8,8,4,2,0,0,0,1,0,0,1,69,342,1,0,0,0,0,0,1,47.3859649122807,771.7142857142857
22748,108682.0,0,1,93.0,2870.0,1420,1965.0,1660.0,460.0,77.0,1,6,3,12,2,0,0,0,0,0,0,1,56,375,1,0,0,0,1,0,0,22.538666666666668,384.1818181818182
6683,72741.0,1,1,26.0,2440.0,540,1710.0,60.0,60.0,31.0,7,8,2,7,7,0,0,0,0,0,0,1,50,764,1,0,0,0,1,0,0,6.3363874345549736,201.70833333333334
20450,27849.0,1,0,43.0,60.0,0,90.0,20.0,20.0,1.0,2,3,1,3,7,0,0,0,0,0,0,1,40,319,0,0,0,1,1,0,0,0.5987460815047022,21.22222222222222
10208,28331.0,0,0,59.0,110.0,40,105.0,0.0,80.0,1.0,1,4,1,3,5,0,0,0,0,0,0,1,30,811,1,0,0,0,1,0,0,0.41430332922318125,37.333333333333336
6365,52906.0,1,0,71.0,40.0,0,60.0,60.0,120.0,12.0,1,3,1,3,4,0,0,0,0,0,0,1,37,286,1,0,0,0,1,0,0,1.020979020979021,36.5
18890,102567.0,0,1,97.0,4120.0,3440,2295.0,2300.0,2100.0,57.0,2,9,7,11,4,0,0,0,0,0,0,0,51,663,1,0,0,0,0,0,0,21.586726998491706,493.51724137931035
24947,9075.8,0,1,74.0,826.0,0,418.5,152.0,176.0,6.3,2,1,0,1,20,0,0,0,0,0,0,0,37,980,1,0,0,0,0,1,0,1.6110204081632653,394.7
21062,67080.0,0,1,92.0,1880.0,60,2700.0,300.0,60.0,43.0,5,9,2,6,7,0,0,0,0,0,0,1,63,621,0,0,1,0,0,0,1,8.120772946859903,229.22727272727272
34187,30255.0,1,0,49.0,40.0,140,45.0,80.0,220.0,17.0,2,4,1,3,6,0,0,0,0,0,0,1,40,294,0,0,0,0,0,1,0,1.8435374149659864,54.2
19688,91796.0,0,0,25.0,4120.0,540,1290.0,100.0,200.0,92.0,1,7,9,4,3,0,1,0,0,0,0,1,60,302,1,0,0,0,1,0,0,21.0,302.0
32498,53199.0,1,2,7.0,160.0,0,180.0,0.0,0.0,15.0,1,3,2,2,7,0,1,0,0,0,0,1,61,833,0,0,0,1,1,0,0,0.4261704681872749,44.375
17108,48173.0,0,0,9.0,2220.0,1180,1845.0,780.0,980.0,59.0,2,7,3,9,7,0,0,0,0,0,0,1,44,837,1,0,0,0,1,0,0,8.439665471923536,336.3809523809524
10352,48008.0,0,0,59.0,90.0,120,255.0,180.0,240.0,8.0,1,5,1,3,8,0,0,0,0,0,0,1,40,303,1,0,0,0,1,0,0,2.947194719471947,89.3
15176,122297.0,0,0,21.0,1990.0,430,1643.0,660.0,2320.0,66.0,1,5,3,10,1,0,0,0,1,0,0,0,52,485,1,0,0,0,0,1,0,14.657731958762886,374.1578947368421
35072,122120.0,1,0,4.0,6480.0,432,5460.0,2160.0,260.0,108.0,1,12,5,6,4,0,0,0,0,0,0,0,40,330,0,1,0,0,0,0,0,45.15151515151515,620.8333333333334
8924,116511.0,0,0,86.0,3580.0,3220,11280.0,1420.0,896.0,179.0,1,11,6,13,5,0,0,0,0,0,0,1,48,750,1,0,0,0,1,0,0,27.433333333333334,663.7096774193549
28598,64648.0,1,1,17.0,240.0,20,150.0,20.0,0.0,4.0,2,4,1,3,5,0,0,0,0,0,0,1,39,292,1,0,0,0,1,0,0,1.4863013698630136,43.4
21002,98475.0,0,0,66.0,3680.0,220,6900.0,460.0,1600.0,57.0,1,5,11,4,2,0,0,1,0,0,0,1,38,595,1,0,0,0,1,0,0,21.709243697478993,615.0952380952381
12503,77904.0,0,0,72.0,2150.0,300,1155.0,600.0,840.0,15.0,1,5,4,8,3,0,0,0,0,1,0,0,39,341,1,0,0,0,1,0,0,14.838709677419354,281.1111111111111
33326,43183.0,1,0,74.0,250.0,0,180.0,40.0,0.0,1.0,2,4,1,3,7,0,0,0,0,0,0,0,47,452,0,0,1,0,0,1,0,1.0420353982300885,47.1
28727,105334.0,0,1,70.0,12240.0,560,2100.0,0.0,280.0,168.0,3,5,4,5,6,0,0,1,1,0,0,1,45,586,1,0,0,0,0,0,0,26.191126279863482,902.8235294117648
20261,105910.0,1,0,87.0,8710.0,800,5625.0,1060.0,0.0,107.0,2,5,4,4,7,0,0,0,0,0,0,1,44,769,0,0,1,0,1,0,0,21.19895968790637,1086.8
28988,106950.0,0,1,23.0,1790.0,580,795.0,460.0,280.0,26.0,1,5,2,8,2,0,0,0,0,0,0,1,39,421,0,0,1,0,1,0,0,9.33729216152019,245.6875
6026,69027.0,0,1,49.0,3100.0,1920,2415.0,640.0,900.0,6.0,8,7,7,8,5,0,0,0,0,0,0,0,38,705,0,0,1,0,0,1,0,12.739007092198582,299.3666666666667
7775,87391.0,1,1,0.0,3110.0,580,2055.0,1300.0,1060.0,47.0,6,9,3,9,6,0,0,0,0,0,0,1,53,852,1,0,0,0,1,0,0,9.568075117370892,301.9259259259259
19556,42188.0,1,1,16.0,80.0,0,45.0,0.0,0.0,1.0,1,3,1,2,8,0,1,0,0,0,0,1,51,306,0,0,0,1,1,0,0,0.4117647058823529,18.0
31919,67329.0,0,1,20.0,3050.0,60,405.0,60.0,60.0,144.0,2,7,5,4,5,0,1,0,0,0,0,1,65,699,1,0,0,0,1,0,0,5.406294706723891,209.94444444444446
14081,125192.0,0,0,79.0,5160.0,1180,1817.0,3560.0,380.0,99.0,1,8,7,8,3,0,0,0,0,0,0,1,47,940,1,0,0,0,1,0,0,12.974468085106382,508.1666666666667
24521,62583.0,0,0,12.0,1540.0,40,690.0,300.0,80.0,15.0,1,6,3,4,4,0,0,0,0,0,0,0,28,709,0,0,1,0,1,0,0,3.758815232722144,190.35714285714286
28535,110186.0,0,0,92.0,2030.0,700,4575.0,700.0,340.0,227.0,1,4,12,5,1,0,0,0,0,0,0,1,60,320,1,0,0,0,1,0,0,26.7875,389.6363636363636
20570,104977.0,0,0,38.0,4210.0,3400,5280.0,2720.0,1120.0,45.0,1,5,8,7,1,0,0,0,0,0,0,1,68,682,1,0,0,0,0,0,1,24.596774193548388,798.8095238095239
15662,36242.0,0,0,86.0,100.0,140,375.0,80.0,60.0,7.0,1,5,1,3,7,0,0,0,0,0,0,0,69,354,1,0,0,0,1,0,0,2.152542372881356,76.2
17270,38559.0,1,1,49.0,150.0,160,240.0,160.0,100.0,22.0,4,4,1,4,6,0,0,0,0,0,0,1,59,814,1,0,0,0,1,0,0,1.0221130221130221,64.0
20498,59328.0,0,1,54.0,350.0,0,60.0,0.0,0.0,10.0,1,3,2,2,5,0,1,0,0,0,0,0,54,414,0,0,0,1,1,0,0,1.0144927536231885,52.5
13346,69401.0,1,1,75.0,2520.0,0,615.0,0.0,40.0,8.0,7,7,3,5,8,0,0,0,0,0,0,1,45,811,1,0,0,0,1,0,0,3.9247842170160294,144.6818181818182
10109,134602.0,0,0,23.0,11500.0,1060,7815.0,340.0,700.0,17.0,1,5,5,10,1,0,0,1,1,1,0,1,29,442,0,0,0,1,0,1,0,48.48868778280543,1020.5714285714286
23084,56809.0,1,1,19.0,240.0,0,105.0,0.0,0.0,7.0,1,3,2,2,5,0,1,0,0,0,0,0,47,605,1,0,0,0,1,0,0,0.5818181818181818,44.0
26417,42810.0,1,0,81.0,120.0,920,1290.0,440.0,320.0,42.0,4,6,2,4,9,0,0,0,0,0,0,1,46,938,0,0,1,0,1,0,0,3.3390191897654584,195.75
27638,139557.0,0,0,56.0,7130.0,498,6720.0,320.0,464.0,33.0,1,6,5,7,5,0,0,0,0,0,0,0,63,868,0,0,1,0,0,1,0,17.47119815668203,798.1578947368421
23162,98897.0,0,0,6.0,5950.0,1940,4365.0,1940.0,2660.0,121.0,1,13,6,12,6,0,0,0,0,0,0,1,35,943,1,0,0,0,1,0,0,18.002120890774126,530.5
5087,102929.0,0,1,10.0,5320.0,1760,2520.0,1060.0,880.0,133.0,3,9,4,13,5,0,0,0,0,0,0,0,54,624,0,0,0,1,0,0,0,18.70673076923077,402.51724137931035
34487,130605.0,0,0,96.0,9870.0,1160,5520.0,1160.0,280.0,0.0,1,6,6,13,1,0,0,1,1,1,0,1,51,353,0,0,0,1,1,0,0,50.963172804532576,691.9230769230769
5174,131981.0,0,0,52.0,3700.0,1100,13320.0,554.0,518.0,129.0,1,7,5,9,1,0,0,0,1,0,0,1,26,634,1,0,0,0,0,1,0,30.474763406940063,878.2272727272727
26237,95417.0,0,1,93.0,5300.0,280,2460.0,140.0,140.0,7.0,1,7,6,10,5,0,0,0,0,0,0,0,55,846,0,0,0,1,1,0,0,9.842789598108746,346.9583333333333
25901,94502.0,0,0,18.0,9250.0,1120,5250.0,280.0,1120.0,14.0,1,6,10,8,2,0,0,0,0,0,0,0,28,891,0,0,1,0,0,1,0,19.117845117845118,681.36
29207,77579.0,1,1,56.0,3720.0,380,3330.0,520.0,380.0,26.0,11,12,4,6,8,0,0,0,0,0,0,1,44,826,1,0,0,0,0,1,0,10.116222760290556,253.21212121212122
34856,16893.0,1,0,90.0,20.0,0,90.0,0.0,0.0,7.0,1,3,1,2,7,0,0,0,0,0,0,1,35,433,1,0,0,0,1,0,0,0.2702078521939954,16.714285714285715
28058,106573.0,0,0,93.0,10820.0,1620,7650.0,3660.0,3660.0,27.0,1,4,3,7,8,0,0,0,0,0,0,1,55,882,1,0,0,0,1,0,0,31.107709750566894,1829.1333333333334
21362,72544.0,0,2,95.0,2750.0,0,915.0,0.0,0.0,13.0,2,8,3,5,6,0,0,0,0,0,0,1,58,483,0,0,0,1,1,0,0,7.614906832298137,204.33333333333334
32327,17709.0,0,0,84.0,40.0,100,105.0,200.0,40.0,4.0,2,3,1,4,4,0,0,0,0,0,0,0,30,319,1,0,0,0,0,1,0,1.5329153605015673,48.9
34073,66084.0,1,0,80.0,370.0,0,105.0,40.0,0.0,3.0,1,4,1,3,5,0,0,0,0,0,0,0,33,491,0,0,1,0,0,1,0,1.054989816700611,57.55555555555556
18824,67675.0,1,0,11.0,2200.0,1060,2805.0,640.0,740.0,21.0,2,13,2,5,9,0,0,0,0,0,0,1,37,770,0,1,0,0,1,0,0,9.696103896103896,339.3636363636364
9353,89561.0,0,1,20.0,5490.0,2080,3975.0,560.0,0.0,47.0,1,9,4,4,5,0,0,0,0,0,0,1,61,828,0,0,0,1,0,1,0,14.676328502415458,675.1111111111111
11375,104766.0,0,1,92.0,8010.0,720,4905.0,720.0,240.0,60.0,1,10,9,12,4,0,0,0,0,0,0,1,60,485,0,0,0,1,1,0,0,30.216494845360824,457.96875
34817,95086.0,1,1,51.0,4800.0,1720,3735.0,1140.0,1720.0,144.0,8,8,4,5,6,0,0,0,0,0,0,1,56,665,0,1,0,0,1,0,0,19.938345864661652,530.36
31040,117036.0,0,0,64.0,8410.0,760,5160.0,500.0,500.0,216.0,1,7,5,10,2,0,0,1,1,0,0,0,70,546,0,0,1,0,1,0,0,28.47252747252747,675.9130434782609
17726,63062.0,1,1,91.0,40.0,0,75.0,0.0,20.0,5.0,1,3,1,2,7,0,0,0,0,0,0,1,57,485,0,0,0,1,0,0,0,0.28865979381443296,20.0
16922,94516.0,0,0,54.0,9260.0,1160,4410.0,580.0,3520.0,88.0,1,12,5,8,5,0,0,1,0,0,0,1,42,443,0,1,0,0,1,0,0,42.93002257336343,731.4615384615385
8963,74659.0,1,1,28.0,5170.0,240,1455.0,120.0,240.0,77.0,7,11,4,7,7,0,0,1,0,0,0,1,63,915,1,0,0,0,0,1,0,7.980327868852459,251.79310344827587
9953,112070.0,1,0,69.0,9460.0,220,2040.0,220.0,680.0,45.0,1,12,7,11,5,0,0,0,0,0,0,0,37,313,0,0,0,1,1,0,0,40.46325878594249,408.5483870967742
29345,130434.0,0,0,60.0,13230.0,860,11385.0,420.0,860.0,21.0,1,7,7,12,2,0,0,0,0,0,0,1,51,568,0,0,0,1,1,0,0,47.140845070422536,991.7037037037037
5789,82467.0,0,1,79.0,3610.0,80,930.0,160.0,160.0,151.0,2,8,3,7,7,0,0,0,0,0,0,1,44,909,1,0,0,0,0,0,0,5.600660066006601,254.55
24248,44220.0,0,0,33.0,40.0,20,300.0,160.0,220.0,13.0,1,5,1,3,6,0,0,0,0,0,0,1,50,436,1,0,0,0,1,0,0,1.7270642201834863,75.3
32660,93228.0,1,1,73.0,3270.0,60,825.0,60.0,60.0,7.0,7,10,2,5,8,0,0,1,0,0,0,1,65,496,1,0,0,0,1,0,0,8.633064516129032,178.41666666666666
30614,108094.0,0,0,3.0,12350.0,580,2865.0,280.0,0.0,58.0,1,6,4,5,7,0,1,0,1,1,0,1,27,742,0,0,1,0,1,0,0,21.742587601078167,1008.3125
13520,134426.0,0,0,25.0,11560.0,3940,1862.0,1120.0,3380.0,84.0,1,10,12,5,5,0,0,1,0,1,0,0,25,980,1,0,0,0,0,1,0,22.39387755102041,783.7857142857143
20702,149555.0,0,0,69.0,7220.0,528,1517.0,674.0,1440.0,168.0,0,8,9,13,2,0,0,1,1,1,0,1,58,755,1,0,0,0,0,0,1,15.294039735099338,384.9
13055,85347.0,0,1,30.0,7190.0,160,855.0,820.0,0.0,8.0,1,7,5,13,3,0,0,1,0,0,0,1,46,531,0,0,0,1,1,0,0,17.01129943502825,347.4230769230769
19367,56820.0,1,1,60.0,70.0,200,255.0,120.0,120.0,13.0,2,4,1,3,7,0,0,0,0,0,0,1,47,373,0,1,0,0,0,1,0,2.0857908847184987,77.8
21809,79001.0,0,1,84.0,3480.0,80,1185.0,80.0,0.0,44.0,2,9,2,7,6,0,0,0,0,0,0,1,47,952,1,0,0,0,0,0,0,5.114495798319328,243.45
13082,101924.0,0,0,72.0,2960.0,760,3660.0,1020.0,380.0,45.0,1,5,4,13,1,0,0,0,0,0,0,1,26,359,0,0,0,1,1,0,0,24.58217270194986,383.69565217391306
33110,112701.0,0,0,37.0,6050.0,200,5175.0,1280.0,1080.0,32.0,1,3,9,7,0,0,0,0,0,0,0,0,39,339,0,0,0,1,0,1,0,40.75811209439528,690.85
14393,63813.0,0,1,86.0,380.0,0,150.0,0.0,80.0,6.0,1,3,2,3,3,0,0,0,0,0,0,1,60,284,0,1,0,0,1,0,0,2.1690140845070425,68.44444444444444
8927,70141.0,0,1,0.0,530.0,20,75.0,20.0,20.0,10.0,2,4,1,3,8,0,0,0,0,0,0,1,44,622,0,1,0,0,0,0,1,1.085209003215434,67.5
33764,104893.0,0,0,5.0,4500.0,2660,13260.0,1000.0,3320.0,34.0,1,6,4,8,2,0,0,0,0,0,0,1,35,911,1,0,0,0,1,0,0,27.19429198682766,1303.8947368421052
25601,20522.0,1,0,26.0,180.0,80,300.0,140.0,60.0,14.0,3,4,1,4,7,0,0,0,0,0,0,1,42,553,1,0,0,0,1,0,0,1.3996383363471971,64.5
13247,94892.0,1,0,75.0,11420.0,0,3375.0,560.0,280.0,169.0,4,11,7,6,7,0,1,0,0,0,0,0,38,973,0,0,0,1,0,0,0,16.242548818088387,564.4285714285714
14018,83544.0,2,1,60.0,2920.0,60,1155.0,140.0,60.0,26.0,7,8,4,5,7,0,0,0,0,0,0,1,57,542,0,0,1,0,1,0,0,8.046125461254613,181.70833333333334
26819,30111.0,1,0,50.0,190.0,0,570.0,160.0,100.0,34.0,2,4,1,4,8,0,0,0,0,0,0,1,38,734,0,1,0,0,0,0,0,1.435967302452316,95.81818181818181
10100,99942.0,0,1,96.0,8970.0,2520,2940.0,1400.0,2240.0,37.0,3,12,5,7,6,0,0,0,0,0,0,0,46,950,1,0,0,0,1,0,0,19.06,670.6296296296297
18875,105217.0,0,0,87.0,4690.0,1200,6855.0,2880.0,1680.0,48.0,1,7,6,8,3,0,0,0,0,0,0,1,67,301,0,0,0,1,1,0,0,57.651162790697676,788.7727272727273
8225,38031.0,1,1,87.0,60.0,20,30.0,20.0,0.0,4.0,1,3,1,2,7,0,0,0,0,0,0,1,54,543,1,0,0,0,0,1,0,0.24677716390423574,19.142857142857142
10940,72779.0,0,0,29.0,2940.0,740,2475.0,100.0,640.0,16.0,1,9,4,7,6,0,0,0,0,0,0,1,30,545,0,0,0,1,0,1,0,12.68073394495413,329.0952380952381
11447,100860.0,0,0,39.0,710.0,1980,5430.0,1260.0,2260.0,14.0,1,5,5,13,1,0,0,0,0,0,0,0,71,379,0,0,1,0,1,0,0,30.74934036939314,485.5833333333333
20978,38146.0,1,0,71.0,100.0,80,75.0,100.0,100.0,10.0,1,3,1,3,8,0,0,0,0,0,0,1,30,852,1,0,0,0,0,1,0,0.545774647887324,58.125
33185,89313.0,0,1,57.0,4250.0,100,1545.0,100.0,100.0,76.0,4,11,3,6,8,0,0,0,0,0,0,1,56,775,1,0,0,0,0,1,0,7.962580645161291,257.125
33167,57085.0,1,0,60.0,80.0,240,135.0,300.0,120.0,33.0,2,5,1,3,6,0,0,0,0,0,0,1,42,588,0,1,0,0,1,0,0,1.5442176870748299,82.54545454545455
33404,76753.0,0,0,63.0,2120.0,100,495.0,100.0,0.0,2.0,1,5,3,6,4,0,0,1,0,0,0,1,38,586,1,0,0,0,0,1,0,4.80716723549488,187.8
33797,88735.0,0,0,63.0,6180.0,1000,4410.0,800.0,400.0,10.0,1,9,4,5,5,0,0,0,0,0,0,0,26,522,0,0,1,0,1,0,0,24.521072796934867,673.6842105263158
29474,94392.0,0,1,30.0,7030.0,160,1620.0,320.0,0.0,75.0,3,4,3,8,7,0,0,1,0,0,0,1,57,895,1,0,0,0,0,0,1,10.28491620111732,511.3888888888889
8345,96325.0,0,0,3.0,3820.0,1760,9255.0,0.0,764.0,33.0,1,5,11,9,2,0,0,0,0,0,0,0,33,680,0,1,0,0,0,1,0,22.988235294117647,601.2307692307693
11978,60307.0,2,1,46.0,270.0,0,285.0,20.0,140.0,2.0,2,4,1,3,6,0,0,0,0,0,0,0,42,930,1,0,0,0,0,1,0,0.7709677419354839,71.7
26969,130270.0,0,0,30.0,9680.0,340,8325.0,3580.0,1780.0,17.0,1,6,9,5,1,0,0,1,1,1,0,1,45,402,1,0,0,0,0,1,0,59.00995024875622,1129.6190476190477
34409,75320.0,1,1,6.0,400.0,160,435.0,60.0,200.0,38.0,3,4,2,4,4,0,0,0,0,0,0,1,52,475,0,1,0,0,1,0,0,2.7221052631578946,99.46153846153847
10214,105106.0,0,1,72.0,7780.0,360,1845.0,180.0,360.0,9.0,4,9,8,10,4,0,0,0,0,0,0,0,47,913,0,0,0,1,1,0,0,11.537787513691129,339.80645161290323
5513,104848.0,0,1,49.0,2860.0,420,3960.0,2860.0,0.0,100.0,1,10,8,5,4,0,0,0,0,0,0,0,56,286,0,0,0,1,1,0,0,35.66433566433567,425.0
15461,77312.0,0,0,80.0,8870.0,480,4365.0,0.0,240.0,48.0,2,10,8,13,5,0,0,0,0,0,0,0,37,793,0,0,0,1,1,0,0,17.65825977301387,424.3333333333333
16025,75712.0,1,1,43.0,2260.0,100,795.0,160.0,0.0,59.0,5,8,3,4,8,0,0,0,0,0,0,1,58,839,0,0,1,0,0,1,0,4.021454112038141,168.7
22622,67804.0,1,1,22.0,130.0,0,75.0,0.0,0.0,0.0,1,2,1,3,4,0,0,0,0,0,0,1,42,561,0,0,1,0,0,0,0,0.36541889483065954,29.285714285714285
32828,25497.0,0,0,89.0,10.0,280,75.0,260.0,20.0,15.0,1,3,1,3,7,0,0,0,0,0,0,0,18,593,0,0,0,0,0,1,0,1.1129848229342327,82.5
18119,34613.0,1,0,68.0,80.0,20,195.0,200.0,140.0,21.0,2,4,1,3,7,0,0,0,0,0,0,0,33,607,1,0,0,0,0,1,0,1.0807248764415156,65.6
15629,14004.0,1,0,31.0,0.0,20,45.0,140.0,120.0,9.0,2,3,1,3,8,0,0,0,0,0,0,0,23,971,0,0,0,0,0,1,0,0.34397528321318227,37.111111111111114
34460,110408.0,0,0,17.0,3040.0,1960,3450.0,2300.0,1480.0,74.0,1,8,4,13,3,0,0,0,0,0,0,1,38,797,1,0,0,0,0,0,0,15.437892095357592,473.2307692307692
10748,51004.0,1,0,20.0,70.0,0,75.0,0.0,0.0,1.0,1,3,1,2,6,0,0,0,0,0,0,0,30,510,1,0,0,0,1,0,0,0.28627450980392155,20.857142857142858
12524,98709.0,0,1,53.0,2890.0,140,4335.0,1400.0,980.0,56.0,3,7,4,12,3,0,0,0,0,0,0,1,59,832,1,0,0,0,0,0,0,11.780048076923077,376.96153846153845
6143,81305.0,0,1,11.0,2350.0,0,390.0,160.0,460.0,47.0,3,6,2,7,5,0,0,0,0,0,0,1,36,903,1,0,0,0,0,1,0,3.7729789590254708,189.27777777777777
29105,104254.0,1,0,13.0,7190.0,180,2580.0,380.0,940.0,9.0,2,9,5,13,5,0,0,0,0,0,0,0,31,693,0,0,1,0,0,1,0,16.275613275613274,388.9310344827586
